summarized_reviews,sentiments
this is the worst mcdonalds in the history of mcdonalds i wish i could give zero stars the employees are rude unprofessional and unkempt looking shake machine rarely works order is usually wrong food prep area looks dirty,"{'label': 'NEGATIVE', 'score': 0.9997835755348206}"
 Solon is home to one of the only mickey ds in existence without a drivethru . It is also home to even more horrendous slow unfriendly fast food service that weve grown to love .,"{'label': 'NEGATIVE', 'score': 0.9867559671401978}"
 Customer service and customer awareness is the major issue in this store . One employee was texting at a table not on break when there were at least ten tables dirty . The supervisor did nothing to direct the other employees to take charge of the mess,"{'label': 'NEGATIVE', 'score': 0.9985643029212952}"
worst customer service at thus locationthe cashier vera not polite no smile no thank you no have a nice daymanager same thing,"{'label': 'NEGATIVE', 'score': 0.99980229139328}"
 The one in macedonia is about 4 minutes away from the one in Macedonia . The service just gets worse and worse .,"{'label': 'NEGATIVE', 'score': 0.9997087121009827}"
higher prices than other area mcdonalds this mcdonalds is so hard up they even make you ask for napkins yes napkins,"{'label': 'NEGATIVE', 'score': 0.9970153570175171}"
i needed some food fast  and so opted for fast foodordered a filet o fish sandwich and a bottle of watersandwich was made to order  hot and delicious the cheese was melted just right the tartar sauce was perfect and the bun was soft and freshhit the spot,"{'label': 'POSITIVE', 'score': 0.9993649125099182}"
 craving fries and a coke took me 20 minutes to get through the drive thru there was only 4 people in front of me i had to pull up and wait for my drink then they forgot about me . I had to go inside and,"{'label': 'NEGATIVE', 'score': 0.9988007545471191}"
 Never go here unless you want your order messed up do not they have idiot proof ordering systems in there . Any time you come here you do not get the right food i should know better check the bag there you go mcdonalds a,"{'label': 'NEGATIVE', 'score': 0.9994712471961975}"
worst mcdonalds store all employees are not happy not enthusiastic to work the cashier was not even smiling they should should just call in sick if they are not happy to work,"{'label': 'NEGATIVE', 'score': 0.9997243285179138}"
 i know this is mcdonalds but i have been going to this one for 20 years and it is still by far the slowest service of any late at night . i think they only have one girl doing everything taking the orders taking,"{'label': 'NEGATIVE', 'score': 0.9976067543029785}"
 ita mcdonalds of course it is good i give it a 3 to let people know that their drivethru is the slowest i have ever been through time i go there i hate it makes me so mad they are not,"{'label': 'NEGATIVE', 'score': 0.9864532351493835}"
 This is quite possibly the slowest mcdonalds i have ever been to there is two drive thru lanes but all this does it confuse the workers . The workers often forget their orders by the time they reach the cashier she is forgotten,"{'label': 'NEGATIVE', 'score': 0.9995461106300354}"
 The place has free wifi but no plugs to power laptops . Free wifi is available but no plug plugs for laptops .,"{'label': 'NEGATIVE', 'score': 0.9907387495040894}"
got home quarter pounder without cheese had cheesemy picky kids do not help but this is no excusefailed again for 100 screw up stats,"{'label': 'NEGATIVE', 'score': 0.9990966320037842}"
 Should not you tell someone you are out of syrup before you sell them 4 orders of pancakes then i get to my dads and realize i only got 3 orders .,"{'label': 'NEGATIVE', 'score': 0.9990359544754028}"
 This is located on the first mcdonalds i ever visited back in the 1960s back then it was a special treat now . The menu is basic but the service here could be better sometimes ok sometimes downright dreadful .,"{'label': 'NEGATIVE', 'score': 0.9903655052185059}"
this location is run by the worst management ever there is constant arguing in the grill area and even at the front countermassive customer complaintsorders are never received correctly or on timeif i could give this location a 5 i would,"{'label': 'NEGATIVE', 'score': 0.9998056292533875}"
consistently horrible service shake  cafe machines are seemingly always down drive thru is excruciatingly slow  the employees are exceptionally chatty  with each other as opposed to helping us customers i am still perplexed as to why i have to ask for a receipt with my transaction shame on this location,"{'label': 'NEGATIVE', 'score': 0.9997372031211853}"
 Macdonalds icecream machine is broke everytime i want to take a chance and go there to get icecream or a shake the machine is down manager what is going on?,"{'label': 'NEGATIVE', 'score': 0.9994210004806519}"
" Drivethru window 1 cashier did not say a single word not a single greeting or smile . Customer service was ""absolutely the worst most shameful mcdonalds i have ever been to i have had better customer service""","{'label': 'NEGATIVE', 'score': 0.9997923970222473}"
 This is located on the first mcdonalds i ever visited back in the 1960s back then it was a special treat now . The menu is basic but the service here could be better sometimes ok sometimes downright dreadful .,"{'label': 'NEGATIVE', 'score': 0.9903655052185059}"
this location is run by the worst management ever there is constant arguing in the grill area and even at the front countermassive customer complaintsorders are never received correctly or on timeif i could give this location a 5 i would,"{'label': 'NEGATIVE', 'score': 0.9998056292533875}"
consistently horrible service shake  cafe machines are seemingly always down drive thru is excruciatingly slow  the employees are exceptionally chatty  with each other as opposed to helping us customers i am still perplexed as to why i have to ask for a receipt with my transaction shame on this location,"{'label': 'NEGATIVE', 'score': 0.9997372031211853}"
 Macdonalds icecream machine is broke everytime i want to take a chance and go there to get icecream or a shake the machine is down manager what is going on?,"{'label': 'NEGATIVE', 'score': 0.9994210004806519}"
" Drivethru window 1 cashier did not say a single word not a single greeting or smile . Customer service was ""absolutely the worst most shameful mcdonalds i have ever been to i have had better customer service""","{'label': 'NEGATIVE', 'score': 0.9997923970222473}"
i can hear my heart stopping every time i eat here,"{'label': 'POSITIVE', 'score': 0.9987059831619263}"
this is the worst mcdonalds in the world i have eaten at a lot of mcdonalds in a lot of locations this is absolutely the sorriest mistake mcdonalds ever did by giving these people a franchise mcdonalds get smart and take back your franchise and give it to an american,"{'label': 'NEGATIVE', 'score': 0.999782383441925}"
